,entry,title,subtitle,author,genre,mode,location,publisher,year,format,libretto,translation
2621,"GISMONDA. Tragedia, — in Fiorenza, per Bartolommeo Sermartelli, 1569 in 8 — di Girolamo Razzi, Fiorentino.",Gismonda,,Girolamo Razzi,Unknown,,Fiorenza,Bartolommeo Sermartelli,1569,8,False,False
2622,"GISMONDO PECCATORE CONVERTITO. Rappresentazione Morale (in prosa) — in Roma, per Antonio Landino. 1640 in 12 — di Bernardino Todeschino, Medico di Vignanello.",Gismondo Peccatore Convertito,,Bernardino Todeschino,Rappresentazione Morale,prose,Roma,Antonio Landino,1640,12,False,False
2623,"GIUBA RE DI MAURITANIA. Tragedia (in prosa) — in Bologna, per il Longhi, 1718 in 12 — del Padre di Colonia.",Giuba Re Di Mauritania,,,Tragedia,prose,Bologna,Longhi,1718,12,False,False
2624,"GIUBILO DELLA SALZA, nel giorno del felicissimo Nome di Sua Alt. Reverendiss. Monsign. Francesco Antonio Principe di Harrach, Arcivescovo e Principe di Salisburgo, Legato Nato della S. Sede Apostolica, Primate della Germania, &c. &c.in Salzburgo, per Gio. Giuseppe Mayr. 1716 in 4 — Poesia di Rocco Maria Rossi, Padovano. — Musica di Antonio Caldara, Veneziano.","Giubilo Della Salza, Nel Giorno Del Felicissimo Nome Di Sua Alt",,Rocco Maria Rossi,Reverendiss,,Salzburgo,Giuseppe Mayr,1716,4,True,False
2625,GIUDEA DISTRUTTA DA VESPASIANO E TITO. Tragedia. — in Napoli per Domenico Maccarani. 1627 in 8 — di Filippo Finella.,Giudea Distrutta Da Vespasiano E Tito,,Filippo Finella.,Tragedia,,Napoli,Domenico Maccarani,1627,8,False,False
2626,"GIUDETTA. Sacra Rappresentazione in Firenze, per Michelagnolo Sermartelli, 1602 in 8 — ed in Servalle di Venezia, per Marco Claseri. 1606 in 12 — del P. Gio. Angiolo Lottini, dell'Ordine de Servi.",Giudetta,,,Sacra Rappresentazione,,Firenze,Michelagnolo Sermartelli,1602,8,False,False
2627,"GIUDIT. Tragedia — in Milano, per gli Eredi di Melchior Malatesta. 1627 in 4 — di Federigo della Valle.",Giudit,,Federigo della Valle.,Unknown,,Milano,Eredi di Melchior Malatesta,1627,4,False,False
2628,"GIUDITTA. Dramma Sacro. — in Siena nella Stamperia del Pubblico. 1693 in 12 — di Girolamo Gigli, Sanese.",Giuditta,,Girolamo Gigli,Dramma Sacro,,Siena,Pubblico,1693,12,False,False
2629,"GIUDITTA, gloriosa, e trionfante Vittoria donata dal Grande Iddio al Popolo Ebreo per mezzo di Giudit sua fedelissima Serva, ridotta in Commedia (in prosa in cinque Atti, con Frusto Villano, che parla in Lingua Bolognese). — in Fiorenza, senza Stampatore. 1575 in 4 — di Cesare Sacchetti, Bolognese. l — Nel fine si legge un Capitolo scritto dall'Autore alle Finti Amaci.","Giuditta, Gloriosa, E Trionfante Vittoria Donata Dal Grande Iddio Al Popolo Ebreo Per Mezzo Di Giudit Sua Fedelissima Serva, Ridotta In Commedia (In Prosa In Cinque Atti, Con Frusto Villano, Che Parla In Lingua Bolognese)",,Cesare Sacchetti,Unknown,prose,Commedia,Unknown,1575,4,False,False
2630,"GIUDITTA. Azione Sacra dedicata a S. A. S. Ferdinando Carlo Duca di Mantova. — in Mantova, per gli Osanna 1689 in 12 — di D. Domenico Repetta.",Giuditta,,Domenico Repetta.,Azione Sacra,,Mantova,Osanna 1689 in 12 — di D,1689,12,False,False
2631,"GIUDITTA. Azione Scenica (in prosa) — in Venezia, per Marco Ginan senz'auno. in 12 — di Antonio Maria Anguisciola.",Giuditta,,Antonio Maria Anguisciola.,Azione Scenica,prose,Venezia,Marco Ginan senz'auno,,12,False,False
2632,"GIUDITTA EBREA. Rappresentazione di Judith Ebrea (in ottava rima) — in Siena alla Loggia del Papa, senz'anno. in 4 — in Firenze, senza Stampatore. l'anno di nostro Signore 1554 di Gennajo, in 4 ed ivi, appresso alla Badia, senz'anno. in 4. — d'Incerto Autore.",Giuditta Ebrea,,Unknown,Rappresentazione,verse,Siena,Unknown,Unknown,4,False,False
2633,"GIUDITTA GUERRIERA. Dramma Sacro per Musica, — in Venezia, per Domenico Lovisa. 1701 in 8 — del P. Filippo Tomassini, Napoletano, Riformato di S. Francesco.",Giuditta Guerriera,,,Unknown,,Venezia,Domenico Lovisa,1701,8,False,False
2634,"GIUDITTA. Oratorio per Musica. in Roma, nella Stamperia di Antonio de' Rossi. 1706 in 4 — dell'Ab. Giacomo Buonaccorsi.",Giuditta,,Giacomo Buonaccorsi.,Oratorio,,Roma,di Antonio de' Rossi,1706,4,False,False
2635,"GTUDITTA. Oratorio, — in Venezia, per Domenico Lovisa, 1710 in 8 — Poesia di Benedetto Marcello, Patrizio Veneto. — Musica dello stesso.",Gtuditta,,Benedetto Marcello,Unknown,,Venezia,Domenico Lovisa,1710,8,False,False
2636,"GIUDITTA. Oratorio Sacro fatto cantare nel Palazzo Apostolico d'Ancona da Monsign. Acquaviva Governatore, in occasione, che con solenne pompa l'Emin. Sign. Card. Bussi fa celebrare la Festa di S. Ciriaco l'anno 1723 — in Ancona, per Niccolò Belelli. 1723 in 4 — Poesia d'Incerto. — Musica di Giuseppe Maria Orlandini, Bolognese.",Giuditta,,Unknown,Oratorio Sacro,,Ancona,Niccolò Belelli,1723,4,True,False
2637,GIUDITTA. Oratorio per Musica (a cinque voci). — in Mantova nella Stamperia Ducale di Giambatista Grana. 1697 in 8 — d'Incerto Autore.,Giuditta,,Unknown,Oratorio,,Mantova,Ducale di Giambatista Grana,1697,8,False,False
2638,"GIUDITTA TRIONFANTE. Sacra Rappresentazione. — in Napoli, per Lazzaro Scoriggio, 11635 in 12 — di Filocalo Caputo, Napolitano, Accademico Incauto, detto l'Estatico.",Giuditta Trionfante,,Filocalo Caputo,Sacra Rappresentazione,,Napoli,Lazzaro Scoriggio,1635,12,False,False
2639,"GIUDITTA TRIONFANTE. Rappresentazione. — in Napoli, per il Cavallo, e il Marzi. 1685 in 12 — Giulio Cesare Sorrentino.",Giuditta Trionfante,,,Rappresentazione,,Napoli,Cavallo,1685,12,False,False
2640,"GIUDIZIO DI PARIDE. Dramma per Musica. — in Ferrara, per il Pomatelli. 1694 in 12 — di Giulio Cesare Grazzini, Ferrarese.",Giudizio Di Paride,,Giulio Cesare Grazzini,Dramma,,Ferrara,Pomatelli,1694,12,False,False
2641,"GIUDIZIO DI PARIDE. Favola rappresentata in Musica nelle felicissime Nozze del Sereniss. Cosimo de' Medici, Principe di Toscana, e della Serenissima Principessa Maria Maddalena, Arciduchessa d'Austria. — in Firenze, per il Sermartelli 1607 e 1608 in 4 — ed in Roma, per Guglielmo Facciotti. 1609 in 12 — di Michelagnolo Buonarotti, Piorentino, il Giovane.",Giudizio Di Paride,,Michelagnolo Buonarotti,Favola rappresentata,,Firenze,Sermartelli 1607 e 1608 in 4 — ed in Roma,1608,4,False,False
2642,"GIUDIZIO DI PARIDE. Favola Musicale. — in Verona, per Bartolammeo Merlo. 1632 in 8 — del Cav. Francesco Pona, Veronese.",Giudizio Di Paride,,,Favola Musicale,,Verona,Bartolammeo Merlo,1632,8,False,False
2643,"GIUDIZIO DI PARIDE. Tragicommedia. — in Napoli, per Gio. Maria Scotto. 1566. in 8 — di Aniello Paulilli.",Giudizio Di Paride,,Aniello Paulilli.,Tragicommedia,,Napoli,Maria Scotto,1566,8,False,False
2644,"GIUDIZIO DI PARIDE SUL MONTE IDA. Intermezzo per Musica cantato nell'Accademia de Signori Animosi di Venezia a' 31 Gennajo l'anno 1699 nel Palazzo di S. E. il Sig. Gio. Carlo Grimani, Patrizio Veneto. — in Venezia, senza Stampatore. 1699 in 4 — Poesia de' Signori Accademici Animosi. — Musica di Carlo Francesco Pollaroli, Bresciano.",Giudizio Di Paride Sul Monte Ida,,,Intermezzo,,Venezia,Unknown,1699,4,True,False
2645,"GIUDIZIO DI PARIS. Egloga Pastorale, colla forza in ogni terzetto de Versi del Petrarca, dell'Ariosto, e del Sannazaro, con alcune Sentenze di Dante, e d'altri, in Napoli, per Gio. Batista Sottile. 1602 in 4 — tradotta in versi da Donato Porfido Bruno, di Venosa.",Giudizio Di Paris,,,"Egloga Pastorale,",verse,ogni,Batista Sottile,1602,4,False,True
2646,"GIUDIZIO DI SALAMONE. Dialogo (a tre voci). — in Venezia, per Andrea Poletti. 1700 in 8 — di Leone Alberici, d'Orvieto.",Giudizio Di Salamone,,Leone Alberici,Dialogo,,Venezia,Andrea Poletti,1700,8,False,False
2647,"GIUDIZIO DI SALOMONE. Oratorio Sacro, recitato dalli RR. Preti della Congregazione dell'Oratorio alla Madonna della Faya in Venezia — in Venezia, per Domenico Lovisa, 1698 in 12 — Poesia di D. Rinaldo Ciallis. — Musica di Marc'Antonio Ziani, Veneziano.",Giudizio Di Salomone,,Rinaldo Ciallis. — Musica di Marc'Antonio Ziani,"Oratorio Sacro,",,Venezia,Domenico Lovisa,1698,12,True,False
2648,"GIUDIZIO DI SALOMONE NELLA CONTESA DELLE DUE MADRI. Sacro Trattenimento Armonico. — in Palermo, per Agostino Epiro. 1705 in 4 — di Giuseppe Prescimonio, Siciliano.",Giudizio Di Salomone Nella Contesa Delle Due Madri,,Giuseppe Prescimonio,Sacro Trattenimento,,Palermo,Agostino Epiro,1705,4,False,False
2649,"GIUDIZIO UNIVERSALE. Oratorio per Musica recitato in Venezia nel Pio Ospitale della Pietà. — in Venezia, per Zaccaria Conzatti. 1684 in 12, — di Bernardo Sandrinelli, Veneziano.",Giudizio Universale,,Bernardo Sandrinelli,Oratorio,,Venezia,Zaccaria Conzatti,1684,12,False,False
2650,"GIUDIZIO UNIVERSALE. Rappresentazione. — in Serravalle di Venezia, per Gio. Batista Ciotti, e Marco Claseri. 1605 in 12 — di Paolo Bozi, Veronese.",Giudizio Universale,,Paolo Bozi,Rappresentazione,,Serravalle,Batista Ciotti,1605,12,False,False
2651,"GIULIANA (Santa). Tragedia Spirituale. — in Todi, per Crispolto Ciccolini, senz'anno. in 12 — in Roma, per Francesco Moneta 1645 in 12 — di Gio. Angiolo Perucci, dall'Apiro della Marca.",Giuliana (Santa),,Gio. Angiolo Perucci,Tragedia Spirituale,,Todi,Crispolto Ciccolini,Unknown,12,False,False
2652,"GIULIANA (S.). Tragedia Spirituale. in Napoli, per Domenico di Ferrante Maccarano, 1621 in 12 — — di Prospero Liviano.",Giuliana (S,,Prospero Liviano.,Tragedia Spirituale,,Napoli,Domenico di Ferrante Maccarano,1621,12,False,False
2653,"GIULIANA DI TOLEMAIDE (S.), VERGINE, E MARTIRE CON S. PAOLO SUO FRATELLO. Opera Sacra. in Palermo, per Pietro dell'Isola. 1672 in 8 — di Anselmo Sansone, di Mazara.",Giuliana Di Tolemaide (S,,Anselmo Sansone,Opera Sacra,,Palermo,Pietro dell'Isola,1672,8,False,False
2654,"GIULIANA (S.), E S. PAOLO SUO FRATELLO. Rappresentazione del Martirio di S. Giuliana, e S. Paolo suo Fratello di Tolemaida. — in Palermo, per il Maringo, 1619 in 12 — di D. Antonio Baldaga, di Gallipoli, Monaco Olivetano.",Giuliana (S,,Antonio Baldaga,Rappresentazione del,,Palermo,Maringo,1619,12,False,False
2655,"GIULIANO. Dramma recitato l'anno 1612 nella Sala Zoppio di Bologna — di Melchior Zoppio, Bolognese, il Caliginoso tra gli Accademici Gelati.",Giuliano,,Melchior Zoppio,Dramma,,,,1612,,False,False
2656,"GIULIANO (S.) Tragedia (in prosa) — in Macerata, per Giuliano Carbone. 1627 in 12 — dell'Abate Marcello Santini, Ascolano.",Giuliano (S,,Marcello Santini,1627 in,prose,Macerata,Giuliano Carbone,1627,12,False,False
2657,"GIULIO CESARE IN EGITTO. Dramma rappresentato nel Teatro di S. Salvatore di Venezia l'anno 1677 — in Venezia, per Francesco Niccolini. 1677 in 12 — Poesia di D. Gio. Francesco Bussani, Veneziano. — Musica di Antonio Sartorio, Veneziano.",Giulio Cesare In Egitto,,Gio. Francesco Bussani,Dramma,,Venezia,Francesco Niccolini,1677,12,True,False
2658,"GIULIO CESARE IN TORINO. Dramma per Musica, in occasione della Nascita del Principe di Piemonte — in Bologna, per Costantino Pisarri. 1706 in 12 — colle altre Opere dell'Autore. — di Pietr'Antonio Bernardoni, Bolognese.",Giulio Cesare In Torino,,Pietr'Antonio Bernardoni,Unknown,,Bologna,Costantino Pisarri,1706,12,False,False
2659,"GIULIO CESARE TRIONFANTE. Dramma recitato nel Teatro di Sant'Angiolo di Venezia l'anno 1682 — in Venezia, per Francesco Niccolini. 1682. in 12 — Poesia del Baron Luigi Orlandi, Mantovano. — Musica di D. Domenico Freschi, Vicentino.",Giulio Cesare Trionfante,,Baron Luigi Orlandi,Unknown,,Venezia,Francesco Niccolini,1682,12,True,False
2660,"GIULIO FLAVIO CRISPO. Tragedia rappresentata nel Teatro di S. Gio. Grisostomo di Venezia nelle Notti Carnovalesche dell'anno 1722 — in Venez. per Marino Rossetti. 1722 in 8 — Poesia di Benedetto Pasqualigo, Patrizio Veneto. — Musica dell'Ab. Giammaria Cappelli, Parmigiano.",Giulio Flavio Crispo,,Benedetto Pasqualigo,Tragedia rappresentata,,Venezia,Marino Rossetti,1722,8,False,False
2661,"GIUNIO BRUTO. Dramma recitato anno 1686 nel Teatro Formagliari di Bologna. — Poesia del Dott. Pierpaolo Seta, Bolognese. — Musica di Giuseppe Felice Tosi, Bolognese.",Giunio Bruto,,Pierpaolo Seta,Dramma,,,,1686,,True,False
2662,"GIUOCATORE. Intermezzo per Musica. — in Firenze. 1720 in 12 — del Dottor Antonio Salvi, di Lucignano.",Giuocatore,,,Intermezzo,,Firenze,,1720,12,False,False
2663,GIUOCHI DI FORTUNA. Dramma recitato nel Teatro Formagliari di Bologna l'anno 1735 — Poesia d'Incerto Autore. — Musica di Diversi.,Giuochi Di Fortuna,,Unknown,Dramma,verse,,,1735,,True,False
2664,"GIUOCHI TROJANI. Melodramma rappresentato nel Teatro del Contestabile Colonna in Roma l'anno 1688 — in Roma, senza Stampatore. in 8 — di Carlo Sigismondo Capece, Romano.",Giuochi Trojani,,Carlo Sigismondo Capece,Unknown,,Roma,Unknown,1688,8,False,False
2665,GIUOCO DELLA CIECA. Componimento Poetico posto in Teatro in Bologna l'anno 1595 — di Laura Guidiccioni Lucchesini di Lucca. — Così dicono i Signori Soci Filopatri di Bologna nel loro Libretto intitolato. Serie Cronologica dei Drammi recitati su de Pubblici Teatri di Bologna dall'anno 1600 sino al 1737.,Giuoco Della Cieca,,Laura Guidiccioni Lucchesini di Lucca. — Così dicono i Signori Soci Filopatri di Bologna nel loro Libretto intitolato. Serie Cronologica dei Drammi recitati su de Pubblici Teatri di Bologna dallanno 1600 sino al 1737.,Componimento Poetico,,Teatro,,1595,,False,False
2666,"GIUOCO DI FORTUNA. Commedia (in prosa). — in Venezia, per Tommato. Baglioni. 1622 in 12 — in Roma, per il Mascardi. 1627 in 12 — del Cav. Guido Cason, di Serravalle.",Giuoco Di Fortuna,,,Commedia,prose,Venezia,Mascardi,1622,12,False,False
2667,"GIURAMENTO (Il), ovvero, il Batista Santo. Tragedia. — in Roma, per il Grignani. 1645 in 12 — di Girolamo Tortoletti, Veronese. — In essa si legge anche un Discorso Apologetico dell'Autore intorno alla stessa Tragedia.","Giuramento (Il),",", Il Batista Santo",Girolamo Tortoletti,Tragedia,,Roma,Grignani,1645,12,False,False
2668,"GIUSEPPE. Azione Sacra cantata in Musica l'anno 1722 nell'Augustiss. Capella della Sac. Ces. e Cat. R. M. di Carlo VI Imperadore de' Romani sempre Augusto. — in Vienna, per Gio. Pietro Van Ghelen. 1722 in 4 — Poesia di Apostolo Zeno, Veneziano. — Musica di Antonio Caldara, Veneziano. — Ristampata con tutte le altre Poesie Sacre Drammatiche dell'Autore. — in Venezia, per Cristoforo Zane. 1835 in fol.",Giuseppe,,Apostolo Zeno,Azione Sacra,,Vienna,Pietro Van,1722,4,True,False
2669,"GIUSEPPE RICONOSCIUTO. Azione Sacra cantata nell'Imperiale Cappella della Sac. Ces. e Catt. R. M. di Carlo VI Imperadore de' Romani sempre Augusto, l'anno 1733 in Vienna, per Gio. Pietro Van Ghelen. 1733 in 4 — Poesia dell'Ab. Pietros Metastasio, Romano, Poeta di S. M. — Musica di Giuseppe Porsile, Napolitano.",Giuseppe Riconosciuto,,Pietros Metastasio,Azione Sacra,,Vienna,Pietro Van,1733,4,True,False
2670,"GIUSTA INCOSTANZA. Commedia (in prosa) — in Catania, per Diego Falsaperla. 1678 in 12 — di Pietro Capacio, di Catania.",Giusta Incostanza,,Pietro Capacio,Commedia,prose,Catania,Diego Falsaperla,1678,12,False,False
2671,"GIUSTA MORTE. Favola Morale (in versi sciolti). — in Venezia, per Bartolommeo Ginammi. 1617 1634 in 12 — del Dottor Fabio Glissenti.",Giusta Morte,,,Favola Morale,verse,Venezia,Bartolommeo Ginammi,1634,12,False,False
2672,"GIUSTI SDEGNI. Tragicommedia (in prosa) — in Terni, per Tommaso Guerrieri. 1619 in 12 — di Rubino Orlandi, di Terni.",Giusti Sdegni,,Rubino Orlandi,Tragicommedia,prose,Terni,Tommaso Guerrieri,1619,12,False,False
2673,"GIUSTINA. Commedia (in prosa)in Napoli, per Michiele Luigi Muzio. 1717 in 8 — del Dott. Niccolò Amenta, Napolitano.",Giustina,,,Commedia,prose,Napoli,Michiele Luigi Muzio,1717,8,False,False
2674,"GIUSTINA. Tragedia Spirituale (in versi sciolti) — in Milano, per Gio. Batista Bidelli. 1617 in 12 — in Venezia, per Gio. Batista Combi. 1634 e 1639 in 12 — Poesia di F. Bonavventura Morone, di Taranto, de Minori Osservanti Riformati di San, al Secolo D. Cataldo Morone. — Nel fine si leggono quattro Tramezzi Spirituali da collocarsi nelli cinque Atti della Tragedia.",Giustina,,F. Bonavventura Morone,Tragedia Spirituale,verse,Milano,Batista Bidelli,1617,12,False,False
2675,"GIUSTINA REINA DI PADOVA. Tragedia. — in Vicenza, per Lorenzo Lori, e Giacomo Cercato, 1610 in 12 — di Cortese Cortesi, Padovano.",Giustina Reina Di Padova,,Cortese Cortesi,Tragedia,,Vicenza,Lorenzo Lori,1610,12,False,False
2676,"GIUSTINA VERCINE, E MARTIRE SANTISSIMA. Hiero—Tragedia — in Serravalle di Venezia, per Marco Clasefi. 1606 in 12 — di Gio. Batista Liviera, Vicentino.","Giustina Vercine, E Martire Santissima",,Gio. Batista Liviera,Unknown,,Serravalle,Marco Clasefi,1606,12,False,False
2677,"GIUSTINO. Dramma rappresentato in Venezia nel Teatro di S. Salvatore l'anno 1683 — in Venezia, per Francesco Niccolini. 1683 in 12 — Poesia del Co. Niccolò Beregani, Patrizio Veneto, — Musica di D. Gio. Legrenzi, Bergamasco, — Replicato in Genova nel Teatro del Falcone l'anno 1689 — in Genova, per Giambatista, e Antonio Scionici. 1689 in 12 — in Brescia l'anno 1691 in Brescia, per Gio. Maria Rizzardi 1691 in 12 — in Verona l'anno 1696 — in Verona, per li Fratelli Merli. 1696 m 12 — ed in Bologna negli anni 1691 1692 e 1711 in Bologna, per Costantino Pisarri. 1711. in 12 — Musica del 1691 e 1692 del Legrenzi sudderto, e del 1711 del Tommaso Albinoni, Veneziano.",Giustino,,Niccolò Beregani,Dramma,,Venezia,Francesco Niccolini,1683,12,True,False
2678,"GIUSTINO. Tragedia. in Venezia, per il Bettinelli. 1733 in 4 e in 12 — Nel Tom. III. dell'Opere dell'Mutore. — detl. Ab. Pietro Metastalio, Romano.",Giustino,,,Tragedia,,Venezia,Bettinelli,1733,4,False,False
2679,"GIUSTINO. Tragedia Sacra. — in Palermo, per Glo. Batista Maringo. 1633. in 12 — del P. Ortensio Scamacca, Siciliano, della Compagnia al Ges.",Giustino,,,Tragedia Sacra,,Palermo,Glo,1633,12,False,False
2680,"GIUSTIZIA D'AMORE. Componimento in Musica rappresentato nel giorno 25 di Aprile dell'anno 1599 alla presenza del Serenissimo Principe di Venezia Marino Grimani, — in Venezia, per Gio. Antonio Rampazzetto. 1599 in 4 — d'Incerto Autore.",Giustizia D'Amore,,Unknown,Unknown,,Venezia,Antonio Rampazzetto,1599,4,False,False
2681,"GIUSTIZIA PLACATA. Oratorio in Musica. — in Cremona, nella Stamperia di Lorenzo Ferrari. senz'anno. in 4 — di D. Giulia Rangona Marchesa Alberti, Cremonese.",Giustizia Placata,,Giulia Rangona Marchesa Alberti,Oratorio in,,Cremona,di Lorenzo Ferrari,Unknown,4,False,False
2682,"GIUSTIZIA SPOSATA ALLA PACE NELLA CORONAZIONE DI SALOMONE. Dialogo per Musica. in Palermo, per Pietro dell'Isolan 1678 in 4 — di Vincenzo Giattini, di Palermo.",Giustizia Sposata Alla Pace Nella Coronazione Di Salomone,,Vincenzo Giattini,Dialogo,,Palermo,Pietro dell'Isolan 1678 in 4 — di Vincenzo Giattini,1678,4,False,False
2683,"GIUSTIZIA TRIONFANTE, ovvero, Licurgo il Giusto. Opera Scenica (in prosa). — in Bologna, per il Sarti. 1678 in 12 — d'Incerto Autore.","Giustizia Trionfante,",", Licurgo Il Giusto",Unknown,Opera Scenica,prose,Bologna,Sarti,1678,12,False,False
2684,"GIUSTO AFFLITTO NELLA PERSONA DI GIOBBE. Azione Sacra per Musica—cantata nell'Augustissima Cappella della S. C. C. M. di Carlo VI Imperadore de' Romani sempre Augusto l'anno 1736 — in Vienna, per Pietro Van Ghelen. 1736 in 4 — dell'Ab. Claudio Pasquini, Sanese. Musica d'Ignazio Conti.",Giusto Afflitto Nella Persona Di Giobbe,,Claudio Pasquini,Azione Sacra,,Vienna,SONA DI GIOBBE,1736,4,False,False
